Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,17,01/03/2018 04:05:07,38324,2,2,128,292,64,64,64,0,146,146,146,0,10959.19006,104.3732387,12774.66667,21487.24581,37586,363,37949,37949,0,37949,37949,738,738,0,738,738,0,0,0,0,16,16,52.18661935,52.18661935,64,146,96.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,121,64,146,0,0,0,0,0,0,2,128,2,292,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 09:17:40,3975274,15,8,1386,683,680,0,92.4,184.1054822,291,0,85.375,128.1594292,520.4672684,5.785764705,180694.2727,261363.0721,953214,3,3975274,283948.1429,350660.3611,1228455,3,3927083,561011.8571,355598.2339,1058487,108456,0,0,0,0,324,172,3.773324807,2.012439897,0,680,86.20833333,161.1796133,25978.86775,0,0,1,1,0,0,0,1,0,89.95652174,92.4,85.375,0,0,0,0,0,0,15,1386,8,683,8192,62652,7,20,0,0,0,0,0,0,0,0,Benign
80,6,21/02/2018 02:28:28,1765,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1133.144476,1765.0,0.0,1765,1765,1765,1765.0,0.0,1765,1765,0,0.0,0.0,0,0,0,0,0,0,40,0,1133.144476,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
55998,6,21/02/2018 02:32:39,36578,5,2,935,316,935,0,187.0,418.1447118,316,0,158.0,223.4457429,34200.88578,191.3718629,6096.333333,14558.78246,35812,4,36578,9144.5,17969.51104,36097,4,35812,35812.0,0.0,35812,35812,0,0,0,0,124,40,136.6941878,54.67767511,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187.0,158.0,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:11:25,15702,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,127.3723093,15702.0,0.0,15702,15702,15702,15702.0,0.0,15702,15702,0,0.0,0.0,0,0,0,0,0,0,40,0,127.3723093,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:12:54,14187,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,140.9741312,14187.0,0.0,14187,14187,14187,14187.0,0.0,14187,14187,0,0.0,0.0,0,0,0,0,0,0,40,0,140.9741312,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,17,01/03/2018 02:29:29,363529,2,2,64,238,32,32,32,0,119,119,119,0,830.7452775,11.00324871,121176.3333,179610.0234,327596,561,362968,362968,0,362968,362968,328157,328157,0,328157,328157,0,0,0,0,16,16,5.501624355,5.501624355,32,119,66.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,83.5,32,119,0,0,0,0,0,0,2,64,2,238,-1,-1,1,8,0,0,0,0,0,0,0,0,Exfil
50689,6,01/03/2018 09:26:02,45,2,0,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,0,0,0,0,40,0,44444.44444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,21/02/2018 02:16:09,29709,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,67.31966744,29709.0,0.0,29709,29709,29709,29709.0,0.0,29709,29709,0,0.0,0.0,0,0,0,0,0,0,40,0,67.31966744,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,6,14/02/2018 02:52:19,396603,22,20,1928,2665,640,0,87.6363636364,137.7805520365,976,0,133.25,268.7712537496,11580.8503717824,105.8993502318,9673.243902439,26587.0161787483,155938,2,394709,18795.6666666667,35962.8186427779,155938,238,396600,20873.6842105263,48881.4042670314,195892,14,0,0,0,0,712,648,55.4710882167,50.4282620152,0,976,106.8139534884,207.2870399796,42967.9169435216,0,0,0,1,0,0,0,0,0,109.3571428571,87.6363636364,133.25,0,0,0,0,0,0,22,1928,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
22,6,14/02/2018 03:06:36,404856,22,20,1912,2665,640,0,86.9090909091,137.6880217811,976,0,133.25,268.7712537496,11305.2542138439,103.7405892465,9874.5365853659,29674.3053348327,177508,3,401123,19101.0952380952,41020.1923629141,177508,163,404850,21307.8947368421,53728.3473998748,217007,9,0,0,0,0,712,648,54.340308653,49.4002805936,0,976,106.4418604651,207.2918694941,42969.919158361,0,0,0,1,0,0,0,0,0,108.9761904762,86.9090909091,133.25,0,0,0,0,0,0,22,1912,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
22,6,14/02/2018 02:18:20,5,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
3389,6,01/03/2018 02:33:00,2049403,9,7,1148,1581,677,0,127.5555556,218.6910556,1173,0,225.8571429,430.0986044,1331.607302,7.807151644,136626.8667,233101.7593,937530,4,2049403,256175.375,363239.9962,1144263,4,1907285,317880.8333,312075.3335,937530,142637,0,0,0,0,192,152,4.3915228,3.415628844,0,1173,160.5294118,312.044091,97371.51471,0,0,1,1,0,0,0,1,0,170.5625,127.5555556,225.8571429,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Exfil
22,6,01/03/2018 10:27:21,54788,2,0,0,0,0,0,0,0,0,0,0,0,0,36.50434402,54788,0,54788,54788,54788,54788,0,54788,54788,0,0,0,0,0,0,0,0,0,40,0,36.50434402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2240,-1,0,20,0,0,0,0,0,0,0,0,Exfil
80,6,21/02/2018 02:31:58,5369,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,372.5088471,5369.0,0.0,5369,5369,5369,5369.0,0.0,5369,5369,0,0.0,0.0,0,0,0,0,0,0,40,0,372.5088471,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,6,14/02/2018 02:23:00,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
52636,6,21/02/2018 02:25:03,1272,5,2,935,309,935,0,187.0,418.1447118,309,0,154.5,218.4959954,977987.4214,5503.144654,212.0,273.4029993,700,5,1272,318.0,492.15377,1045,5,700,700.0,0.0,700,700,0,0,0,0,124,40,3930.81761,1572.327044,0,935,155.5,333.0087944,110894.8571,0,0,1,1,0,0,0,1,0,177.7142857,187.0,154.5,0,0,0,0,0,0,5,935,2,309,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 11:59:41,119272339,59,121,11,118289,1,0,0.186440678,0.392804956,1460,0,977.5950413223,649.1604010632,991.8477409922,1.5091512543,666325.916201117,2425314.5340179,10014760,1,119240174,2055865.06896552,3947228.43922067,10046668,20,119240324,993669.366666667,2922371.56148443,10047268,1,0,0,0,0,1192,2564,0.4946662445,1.0144850098,0,1460,653.591160221,702.7249491399,493822.354143646,0,0,0,1,0,0,0,0,2,657.2222222222,0.186440678,977.5950413223,0,0,0,0,0,0,59,11,121,118289,8192,4198,11,20,825631.0,2631297.01941757,8759290,32100,10014384.8181818,244.0761431121,10014760,10013861,Benign
80,6,21/02/2018 02:25:30,2330,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,858.3690987,2330.0,0.0,2330,2330,2330,2330.0,0.0,2330,2330,0,0.0,0.0,0,0,0,0,0,0,40,0,858.3690987,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
62671,6,21/02/2018 02:29:17,1322,5,2,935,312,935,0,187.0,418.1447118,312,0,156.0,220.6173157,943267.7761,5295.007564,220.3333333,305.3716861,796,3,1322,330.5,515.7735291,1093,3,796,796.0,0.0,796,796,0,0,0,0,124,40,3782.14826,1512.859304,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,0,178.1428571,187.0,156.0,0,0,0,0,0,0,5,935,2,312,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
1217,6,01/03/2018 02:30:29,18,1,1,0,0,0,0,0,0,0,0,0,0,0,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,55555.55556,55555.55556,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Exfil
